web-scraper-order,web-scraper-start-url,Vivre Card [source],Character,Birth Month,Birth Day,Age,Height in Meters,Blood Type
"1653321016-1007","https://listfist.com/list-of-one-piece-vivre-cards","null","Charlotte Katakuri","(11) November","25","48","5.09","XF (AB)"
"1653321016-978","https://listfist.com/list-of-one-piece-vivre-cards","null","Pedro","(06) June","16","32","2.33","F (B)"
"1653321016-932","https://listfist.com/list-of-one-piece-vivre-cards","null","Viola","(04) April","30","29","1.78","X (A)"
"1653321016-981","https://listfist.com/list-of-one-piece-vivre-cards","null","Charlotte Pudding","(06) June","25","16","1.66","XF (AB)"
"1653321016-372","https://listfist.com/list-of-one-piece-vivre-cards","null","Hatchan","(08) August","8","38","2.20","S (O)"
"1653321016-569","https://listfist.com/list-of-one-piece-vivre-cards","null","Ohm","(03) March","25","29","1.89","XF (AB)"
"1653321016-802","https://listfist.com/list-of-one-piece-vivre-cards","null","Fossa","(04) April","15","","",""
"1653321016-476","https://listfist.com/list-of-one-piece-vivre-cards","null","Pell","(08) August","23","35","1.89","X (A)"
"1653321016-1107","https://listfist.com/list-of-one-piece-vivre-cards","null","Akudai Kanzaburo","","","","",""
"1653321016-535","https://listfist.com/list-of-one-piece-vivre-cards","null","Sengoku","(05) May","9","79","2.78","F (B)"
"1653321016-940","https://listfist.com/list-of-one-piece-vivre-cards","null","Orlumbus","(06) June","23","42","4.80","X (A)"
"1653321016-424","https://listfist.com/list-of-one-piece-vivre-cards","null","Galdino","(03) March","3","37","1.79","F (B)"
"1653321016-344","https://listfist.com/list-of-one-piece-vivre-cards","null","Sham","(04) April","19","23","2.01","X (A)"
"1653321016-809","https://listfist.com/list-of-one-piece-vivre-cards","null","Lacroix","(06) June","8","","",""
"1653321016-998","https://listfist.com/list-of-one-piece-vivre-cards","null","Iwatobi","","","","",""
"1653321016-470","https://listfist.com/list-of-one-piece-vivre-cards","null","Kebi","","","","",""
"1653321016-632","https://listfist.com/list-of-one-piece-vivre-cards","null","Iceburg","(01) January","3","40","1.99","X (A)"
"1653321016-525","https://listfist.com/list-of-one-piece-vivre-cards","null","Utan Divers","","","","",""
"1653321016-718","https://listfist.com/list-of-one-piece-vivre-cards","null","Silvers Rayleigh","(05) May","13","78","1.88","XF (AB)"
"1653321016-1096","https://listfist.com/list-of-one-piece-vivre-cards","null","King","(12) December","1","47","6.13","S (O)"
"1653321016-643","https://listfist.com/list-of-one-piece-vivre-cards","null","Tom","(03) March","16","67","2.96","F (B)"
"1653321016-926","https://listfist.com/list-of-one-piece-vivre-cards","null","Vergo","(07) July","5","41","2.47","X (A)"
"1653321016-528","https://listfist.com/list-of-one-piece-vivre-cards","null","South Bird","","","","",""
"1653321016-379","https://listfist.com/list-of-one-piece-vivre-cards","null","Chew","(05) May","23","35","2.57","X (A)"
"1653321016-367","https://listfist.com/list-of-one-piece-vivre-cards","null","Kagikko","(10) October","27","","",""
"1653321016-945","https://listfist.com/list-of-one-piece-vivre-cards","null","Hajrudin","(08) August","12","81","22.00","XF (AB)"
"1653321016-717","https://listfist.com/list-of-one-piece-vivre-cards","null","Stansen","(05) May","27","","",""
"1653321016-407","https://listfist.com/list-of-one-piece-vivre-cards","null","Miss Friday","(01) January","21","","",""
"1653321016-935","https://listfist.com/list-of-one-piece-vivre-cards","null","Sai","(08) August","13","28","2.42","F (B)"
"1653321016-449","https://listfist.com/list-of-one-piece-vivre-cards","null","Bentham","(08) August","15","32","2.38","F (B)"
"1653321016-638","https://listfist.com/list-of-one-piece-vivre-cards","null","Peepley Lulu","(01) January","2","33","2.06","S (O)"
"1653321016-799","https://listfist.com/list-of-one-piece-vivre-cards","null","Speed Jiru","(04) April","6","","",""
"1653321016-972","https://listfist.com/list-of-one-piece-vivre-cards","null","Shishilian","(04) April","4","34","1.96","XF (AB)"
"1653321016-1089","https://listfist.com/list-of-one-piece-vivre-cards","null","Home","","","","",""
"1653321016-524","https://listfist.com/list-of-one-piece-vivre-cards","null","Okome","","","","",""
"1653321016-1054","https://listfist.com/list-of-one-piece-vivre-cards","null","Madsaurus","","","","",""
"1653321016-292","https://listfist.com/list-of-one-piece-vivre-cards","null","Anjo","(01) January","1","","",""
"1653321016-1137","https://listfist.com/list-of-one-piece-vivre-cards","null","Fujin","(02) February","4","45","2.00","X (A)"
"1653321016-1125","https://listfist.com/list-of-one-piece-vivre-cards","null","Tokijiro","","","","",""
"1653321016-483","https://listfist.com/list-of-one-piece-vivre-cards","null","Stomp","(10) October","10","15","2.02","X (A)"
"1653321016-305","https://listfist.com/list-of-one-piece-vivre-cards","null","Koby","(05) May","13","18","1.67","F (B)"
"1653321016-456","https://listfist.com/list-of-one-piece-vivre-cards","null","Drophy","(12) December","25","51","1.56","S (O)"
"1653321016-1143","https://listfist.com/list-of-one-piece-vivre-cards","null","Bishamon","(08) August","1","28","1.82","XF (AB)"
"1653321016-376","https://listfist.com/list-of-one-piece-vivre-cards","null","Kaneshiro","(12) December","2","","",""
"1653321016-769","https://listfist.com/list-of-one-piece-vivre-cards","null","An Zengaiina","(01) January","31","","",""
"1653321016-710","https://listfist.com/list-of-one-piece-vivre-cards","null","Charlos","(06) June","1","24","2.30","XF (AB)"
"1653321016-1005","https://listfist.com/list-of-one-piece-vivre-cards","null","Streusen","(04) April","27","92","1.40","S (O)"
"1653321016-839","https://listfist.com/list-of-one-piece-vivre-cards","null","Arthur","","","","",""
"1653321016-1130","https://listfist.com/list-of-one-piece-vivre-cards","null","Koito","","","","",""
"1653321016-919","https://listfist.com/list-of-one-piece-vivre-cards","null","Dragon Number Thirteen","(06) June","3","","70.00",""
"1653321016-751","https://listfist.com/list-of-one-piece-vivre-cards","null","Salome","(03) March","6","","",""
"1653321016-328","https://listfist.com/list-of-one-piece-vivre-cards","null","Chouchou","(11) November","22","14","0.40",""
"1653321016-986","https://listfist.com/list-of-one-piece-vivre-cards","null","Charlotte Praline","(07) July","22","29","8.00","S (O) RH-"
"1653321016-338","https://listfist.com/list-of-one-piece-vivre-cards","null","Tamanegi","(04) April","10","11","1.24","S (O)"
"1653321016-606","https://listfist.com/list-of-one-piece-vivre-cards","null","Daaachshund","","","","",""
"1653321016-673","https://listfist.com/list-of-one-piece-vivre-cards","null","Ryuma (Zombie)","(11) November","6","","1.79","XF (AB)"
"1653321016-796","https://listfist.com/list-of-one-piece-vivre-cards","null","Namur","(07) July","6","","",""
"1653321016-872","https://listfist.com/list-of-one-piece-vivre-cards","null","Drip","(10) October","22","24","2.08","XF (AB)"
"1653321016-1158","https://listfist.com/list-of-one-piece-vivre-cards","null","Who's-Who","(03) March","15","38","3.36","F (B)"
"1653321016-693","https://listfist.com/list-of-one-piece-vivre-cards","null","Jean Bart","(04) April","6","","",""
"1653321016-778","https://listfist.com/list-of-one-piece-vivre-cards","null","Zotto","","","","",""
"1653321016-746","https://listfist.com/list-of-one-piece-vivre-cards","null","Blue Fan","(07) July","11","","",""
"1653321016-980","https://listfist.com/list-of-one-piece-vivre-cards","null","Sarie Nantokanette","(07) July","31","","",""
"1653321016-339","https://listfist.com/list-of-one-piece-vivre-cards","null","Kuro","(04) April","22","35","2.07","X (A)"
"1653321016-496","https://listfist.com/list-of-one-piece-vivre-cards","null","Octopako","(08) August","5","","",""
"1653321016-963","https://listfist.com/list-of-one-piece-vivre-cards","null","Mansherry","(01) January","28","25","0.20","X (A)"
"1653321016-420","https://listfist.com/list-of-one-piece-vivre-cards","null","Louis Arnote","(12) December","20","","",""
"1653321016-335","https://listfist.com/list-of-one-piece-vivre-cards","null","Mornin","(10) October","15","","",""
"1653321016-485","https://listfist.com/list-of-one-piece-vivre-cards","null","Cowboy","(04) April","12","16","1.55","F (B)"
"1653321016-436","https://listfist.com/list-of-one-piece-vivre-cards","null","Snow Monster Shirora","","","","",""
"1653321016-879","https://listfist.com/list-of-one-piece-vivre-cards","null","Coribou","(05) May","2","29","2.50","XF (AB)"
"1653321016-812","https://listfist.com/list-of-one-piece-vivre-cards","null","Sukoshiba Kanishitoru","","","","",""
"1653321016-387","https://listfist.com/list-of-one-piece-vivre-cards","null","Sam","(10) October","21","","",""
"1653321016-1080","https://listfist.com/list-of-one-piece-vivre-cards","null","Chihaya","","","","",""
"1653321016-405","https://listfist.com/list-of-one-piece-vivre-cards","null","Mr. 9","(09) September","27","","",""
"1653321016-521","https://listfist.com/list-of-one-piece-vivre-cards","null","Mani","","","","",""
"1653321016-1164","https://listfist.com/list-of-one-piece-vivre-cards","null","Jaki","","","","",""
"1653321016-332","https://listfist.com/list-of-one-piece-vivre-cards","null","Cabaji","(09) September","8","34","2.08","X (A)"
"1653321016-892","https://listfist.com/list-of-one-piece-vivre-cards","null","Zucca","","","","",""
"1653321016-397","https://listfist.com/list-of-one-piece-vivre-cards","null","Sapi","(03) March","22","","",""
"1653321016-1152","https://listfist.com/list-of-one-piece-vivre-cards","null","Genrin","","","","",""
"1653321016-971","https://listfist.com/list-of-one-piece-vivre-cards","null","Sheepshead","(06) June","6","24","2.93","F (B)"
"1653321016-670","https://listfist.com/list-of-one-piece-vivre-cards","null","Kumashi","(09) September","4","","",""
"1653321016-560","https://listfist.com/list-of-one-piece-vivre-cards","null","Shura","(09) September","20","33","1.91","S (O)"
"1653321016-1133","https://listfist.com/list-of-one-piece-vivre-cards","null","Sugamichi","","","","",""
"1653321016-585","https://listfist.com/list-of-one-piece-vivre-cards","null","Kurotsuru","","","","",""
"1653321016-1029","https://listfist.com/list-of-one-piece-vivre-cards","null","Nashi","","","","",""
"1653321016-854","https://listfist.com/list-of-one-piece-vivre-cards","null","Jalmack","(11) November","9","","",""
"1653321016-792","https://listfist.com/list-of-one-piece-vivre-cards","null","Tsunokkov","","","","",""
"1653321016-347","https://listfist.com/list-of-one-piece-vivre-cards","null","Banchina","(12) December","17","","",""
"1653321016-377","https://listfist.com/list-of-one-piece-vivre-cards","null","Pisaro","(08) August","14","","",""
"1653321016-977","https://listfist.com/list-of-one-piece-vivre-cards","null","Vito","(10) October","21","36","2.42","S (O)"
"1653321016-484","https://listfist.com/list-of-one-piece-vivre-cards","null","Ivan X","(01) January","8","16","2.28","S (O)"
"1653321016-917","https://listfist.com/list-of-one-piece-vivre-cards","null","Tamago","(05) May","14","46","3.01","XF (AB)"
"1653321016-625","https://listfist.com/list-of-one-piece-vivre-cards","null","Gina","","","","",""
"1653321016-356","https://listfist.com/list-of-one-piece-vivre-cards","null","Lines","(12) December","27","","",""
"1653321016-1070","https://listfist.com/list-of-one-piece-vivre-cards","null","Ikkaku (Wano)","","","","",""
"1653321016-1121","https://listfist.com/list-of-one-piece-vivre-cards","null","Hanji","","","","",""
"1653321016-341","https://listfist.com/list-of-one-piece-vivre-cards","null","Mansion's Guards","(07) July","1","","",""
"1653321016-540","https://listfist.com/list-of-one-piece-vivre-cards","null","Edward Newgate","(04) April","6","72","6.66","F (B)"
"1653321016-434","https://listfist.com/list-of-one-piece-vivre-cards","null","Dalton","(06) June","10","35","2.18","X (A)"
"1653321016-823","https://listfist.com/list-of-one-piece-vivre-cards","null","Zodia","","","","",""
"1653321016-867","https://listfist.com/list-of-one-piece-vivre-cards","null","Demaro Black","(05) May","5","36","2.45","S (O)"
"1653321016-472","https://listfist.com/list-of-one-piece-vivre-cards","null","Agotogi","","","","",""
"1653321016-297","https://listfist.com/list-of-one-piece-vivre-cards","null","Benn Beckman","(11) November","9","50","2.06","X (A)"
"1653321016-435","https://listfist.com/list-of-one-piece-vivre-cards","null","Super Snowman","","","","",""
"1653321016-1021","https://listfist.com/list-of-one-piece-vivre-cards","null","Matryosaka","","","","",""
"1653321016-291","https://listfist.com/list-of-one-piece-vivre-cards","null","Gol D. Roger","(12) December","31","53","2.74","S (O)"
"1653321016-753","https://listfist.com/list-of-one-piece-vivre-cards","null","Pandawoman","(02) February","29","","",""
"1653321016-868","https://listfist.com/list-of-one-piece-vivre-cards","null","Chocolat","(09) September","21","26","1.81","X (A)"
"1653321016-787","https://listfist.com/list-of-one-piece-vivre-cards","null","Muchana","","","","",""
"1653321016-549","https://listfist.com/list-of-one-piece-vivre-cards","null","Gan Fall","(12) December","22","68","1.80","X (A)"
"1653321016-1045","https://listfist.com/list-of-one-piece-vivre-cards","null","Oide","","","","",""
"1653321016-970","https://listfist.com/list-of-one-piece-vivre-cards","null","Jack","(09) September","28","28","8.30","F (B)"
"1653321016-354","https://listfist.com/list-of-one-piece-vivre-cards","null","Batchee","(07) July","1","","",""
"1653321016-1151","https://listfist.com/list-of-one-piece-vivre-cards","null","Azuki","","","","",""
